,index,Job Title,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Hourly,Employer provided,Salary_Min,Salary_Max,Lower Salary,Upper Salary,Avg Salary(K),company_txt,Job Location,Age,job_title_sim,seniority_by_title,Degree
479,613,Consultant - Analytics Consulting,3.0,"Infosys
3.0","Hartford, CT","Bengaluru, India",10000+ ,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),"Tata Consultancy Services, Accenture, Cognizant Technology Solutions",0,0,54,71 ,54,71,62.5,Infosys,CT,40,data analitics,na,na
480,614,Data Analytics Project Manager,3.6,"MassMutual
3.6","Springfield, MA","Springfield, MA",5001 - 10000 ,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,34,92 ,34,92,63.0,MassMutual,MA,170,Data scientist project manager,na,M
481,616,Data Analyst,3.6,"AXION Healthcare Solutions
3.6","New York, NY","New York, NY",Jan-50,1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million (USD),"The Execu|Search Group, Prime Staffing",0,0,47,85 ,47,85,66.0,AXION Healthcare Solutions,NY,41,analyst,na,na
482,617,Data Engineer,3.5,"Alignment Healthcare
3.5","Orange, CA","Orange, CA",501 - 1000 ,2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,65,124 ,65,124,94.5,Alignment Healthcare,CA,8,data engineer,na,M
483,619,Data Scientist,4.2,"ExecOnline
4.2","New York, NY","New York, NY",51 - 200 ,2012,Company - Private,Education Training Services,Education,Unknown / Non-Applicable,"Harvard Business School, Coursera, edX",0,0,56,95 ,56,95,75.5,ExecOnline,NY,9,data scientist,na,na
484,622,Machine Learning Engineer,4.0,"Mteq
4.0","Fort Belvoir, VA","Lorton, VA",501 - 1000 ,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",0,0,62,112 ,62,112,87.0,Mteq,VA,67,machine learning engineer,na,na
485,623,Senior Data Scientist Oncology,3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,107,173 ,107,173,140.0,AstraZeneca,MD,108,data scientist,sr,P
486,624,Data Scientist,3.7,"Brillient
3.7","Silver Spring, MD","Reston, VA",201 - 500 ,2006,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,64,108 ,64,108,86.0,Brillient,MD,15,data scientist,na,M
487,625,Senior Data Scientist,4.4,"Entefy
4.4","Palo Alto, CA","Palo Alto, CA",Jan-50,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,89,144 ,89,144,116.5,Entefy,CA,9,data scientist,sr,M
488,627,Senior Scientist (Neuroscience),3.5,"Sunovion
3.5","Marlborough, MA","Marlborough, MA",1001 - 5000 ,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),"Shire, GlaxoSmithKline, Allergan",0,0,109,200 ,109,200,154.5,Sunovion,MA,11,other scientist,sr,P
489,629,Machine Learning Engineer - Regulatory,3.7,"Cboe Global Markets
3.7","Lenexa, KS","Chicago, IL",501 - 1000 ,1973,Company - Public,Stock Exchanges,Finance,$500 million to $1 billion (USD),-1,0,0,61,113 ,61,113,87.0,Cboe Global Markets,KS,48,machine learning engineer,na,na
490,630,Marketing Data Analyst,3.6,"San Manuel Casino
3.6","Highland, CA","Highland, CA",1001 - 5000 ,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),-1,0,0,35,62 ,35,62,48.5,San Manuel Casino,CA,35,analyst,na,M
491,631,Data Engineer,3.4,"Trace3
3.4","Houston, TX","Irvine, CA",501 - 1000 ,2002,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),"World Wide Technology, Presidio, Optiv",0,0,55,105 ,55,105,80.0,Trace3,TX,19,data engineer,na,na
492,632,Medical Laboratory Scientist,4.0,"Texas Health Huguley Hospital
4.0","Burleson, TX","Arlington, TX",1001 - 5000 ,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),-1,1,0,18,25 Per Hour,37,52,44.5,Texas Health Huguley Hospital,TX,44,other scientist,na,na
493,633,R&D Specialist/ Food Scientist,2.4,"Teasdale Latin Foods
2.4","Hoopeston, IL","Flower Mound, TX",501 - 1000 ,-1,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),-1,0,0,39,66 ,39,66,52.5,Teasdale Latin Foods,IL,-1,other scientist,na,na
494,634,Principal Data Scientist,3.7,"Northrop Grumman
3.7","San Jose, CA","Falls Church, VA",10000+ ,1939,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,135,211 ,135,211,173.0,Northrop Grumman,CA,82,data scientist,sr,M
495,635,Data Engineer,3.5,"Saama Technologies Inc
3.5","Phoenix, AZ","Campbell, CA",501 - 1000 ,1997,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Accenture, Deloitte, IBM",0,0,57,80 ,57,80,68.5,Saama Technologies Inc,AZ,24,data engineer,na,na
496,636,Data Scientist - Alpha Insights,4.4,"Two Sigma
4.4","New York, NY","New York, NY",1001 - 5000 ,2001,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,-1,0,0,129,215 ,129,215,172.0,Two Sigma,NY,20,data scientist,na,P
497,637,"Data Scientist, Office of Data Science",3.3,"Liberty Mutual Insurance
3.3","Boston, MA","Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,86,143 ,86,143,114.5,Liberty Mutual Insurance,MA,109,data scientist,na,na
498,638,"Associate Principal Scientist, Pharmacogenomics",3.9,"AstraZeneca
3.9","Gaithersburg, MD","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,63,127 ,63,127,95.0,AstraZeneca,MD,108,other scientist,sr,P
499,639,Data Scientist - Systems Engineering,3.2,"MITRE
3.2","Bedford, MA","Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,50,89 ,50,89,69.5,MITRE,MA,63,data scientist,na,na
500,640,Data Engineer,3.2,"Guidepoint
3.2","New York, NY","New York, NY",501 - 1000 ,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,"Coleman Research, AlphaSights, Third Bridge",0,0,43,86 ,43,86,64.5,Guidepoint,NY,18,data engineer,na,na
501,642,"Scientist, Bacteriology",2.1,"Cerus Corporation
2.1","Concord, CA","Concord, CA",201 - 500 ,-1,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,74,149 ,74,149,111.5,Cerus Corporation,CA,-1,other scientist,na,P
502,643,Data Scientist,4.0,"Strategic Financial Solutions
4.0","New York, NY","New York, NY",501 - 1000 ,2007,Company - Private,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,"National Debt Relief, Freedom Financial Network",0,0,71,124 ,71,124,97.5,Strategic Financial Solutions,NY,14,data scientist,na,na
503,644,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA","OSAKA, Japan",10000+ ,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",0,0,113,196 ,113,196,154.5,Takeda Pharmaceuticals,MA,240,data engineer,na,M
504,645,Senior Research Scientist-Machine Learning,2.6,"Software Engineering Institute
2.6","Pittsburgh, PA","Pittsburgh, PA",501 - 1000 ,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,81,167 ,81,167,124.0,Software Engineering Institute,PA,37,machine learning engineer,sr,P
505,646,Data Scientist,3.4,"Remedy BPCI Partners, LLC.
3.4","New York, NY","Norwalk, CT",201 - 500 ,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Healthfirst (New York), naviHealth",0,0,69,121 ,69,121,95.0,"Remedy BPCI Partners, LLC.",NY,10,data scientist,na,na
506,647,Senior Data Scientist,4.4,"Maven Wave Partners
4.4","Chicago, IL","Chicago, IL",201 - 500 ,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,97,160 ,97,160,128.5,Maven Wave Partners,IL,13,data scientist,sr,na
507,648,Principal Data Scientist,3.2,"The Climate Corporation
3.2","San Francisco, CA","San Francisco, CA",501 - 1000 ,2006,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Granular, Intuit, John Deere",0,0,150,238 ,150,238,194.0,The Climate Corporation,CA,15,data scientist,sr,na
508,651,Data Scientist,3.5,"Crossix Solutions
3.5","New York, NY","New York, NY",201 - 500 ,2005,Company - Public,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,77,132 ,77,132,104.5,Crossix Solutions,NY,16,data scientist,na,M
509,652,Clinical Laboratory Scientist,3.7,"Vail Health
3.7","Vail, CO","Vail, CO",501 - 1000 ,1966,Hospital,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,24,39 Per Hour,49,81,65.0,Vail Health,CO,55,other scientist,na,na
510,653,Data Engineer - Consultant (Charlotte Based),4.2,"Clarity Insights
4.2","Charlotte, NC","Chicago, IL",201 - 500 ,2008,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,59,112 ,59,112,85.5,Clarity Insights,NC,13,data engineer,na,na
511,654,"Data Analyst 1, full-time contract worker for up to 12 months",4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Salt Lake City, UT","Salt Lake City, UT",10000+ ,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,35,65 ,35,65,50.0,The Church of Jesus Christ of Latter-day Saints,UT,-1,analyst,na,na
512,655,Data Engineer,3.1,"NCSOFT
3.1","Aliso Viejo, CA","Seoul, South Korea",1001 - 5000 ,1997,Company - Public,Video Games,Media,$10+ billion (USD),"Blizzard Entertainment, Riot Games, Electronic Arts",0,0,79,147 ,79,147,113.0,NCSOFT,CA,24,data engineer,na,na
513,658,"Scientist, Immuno-Oncology",3.9,"GSK
3.9","Cambridge, MA","Brentford, United Kingdom",10000+ ,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,0,62,119 ,62,119,90.5,GSK,MA,191,other scientist,na,M
514,660,Senior Data Scientist,4.3,"Factual
4.3","Los Angeles, CA","Los Angeles, CA",51 - 200 ,2008,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,Foursquare,0,0,119,187 ,119,187,153.0,Factual,CA,13,data scientist,sr,na
515,661,Products Data Analyst II,3.3,"TriNet
3.3","Dublin, CA","Dublin, CA",1001 - 5000 ,1988,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),"Paychex, Insperity, ADP",0,0,90,157 ,90,157,123.5,TriNet,CA,33,analyst,na,M
516,662,Lead Data Analyst,3.9,"Signpost
3.9","New York, NY","New York, NY",201 - 500 ,2010,Company - Private,Internet,Information Technology,$10 to $25 million (USD),-1,0,0,32,62 ,32,62,47.0,Signpost,NY,11,analyst,sr,na
517,663,Analytics Manager - Data Mart,3.5,"Central California Alliance for Health
3.5","Scotts Valley, CA","Scotts Valley, CA",501 - 1000 ,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,0,0,42,86 ,42,86,64.0,Central California Alliance for Health,CA,25,Data scientist project manager,na,na
518,664,Data Science Engineer - Mobile,4.0,"Adobe
4.0","San Jose, CA","San Jose, CA",10000+ ,1982,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),"Apple, Microsoft",0,0,116,208 ,116,208,162.0,Adobe,CA,39,data scientist,na,M
519,665,Senior Data Scientist - R&D Oncology,3.9,"AstraZeneca
3.9","New York, NY","Cambridge, United Kingdom",10000+ ,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,102,172 ,102,172,137.0,AstraZeneca,NY,108,data scientist,sr,P
520,666,Sr. Data Engineer - Contract-to-Hire (Java),3.0,"Pilot Flying J Travel Centers LLC
3.0","Knoxville, TN","Knoxville, TN",10000+ ,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),"TravelCenters of America, Love's Travel Stops & Country Stores, Wawa",0,0,69,127 ,69,127,98.0,Pilot Flying J Travel Centers LLC,TN,63,data engineer,sr,M
521,668,Data Scientist,3.7,"Swiss Re
3.7","Armonk, NY","Zurich, Switzerland",10000+ ,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion (USD),"Munich Re, Hannover RE, SCOR",0,0,86,144 ,86,144,115.0,Swiss Re,NY,158,data scientist,na,M
522,669,Senior Data Scientist,3.5,"Sartorius
3.5","Arvada, CO","Gottingen, Germany",5001 - 10000 ,1870,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),-1,0,0,102,165 ,102,165,133.5,Sartorius,CO,151,data scientist,sr,M
523,670,Data Engineer,4.0,"Pinnacol Assurance
4.0","Denver, CO","Denver, CO",501 - 1000 ,1915,Nonprofit Organization,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,74,124 ,74,124,99.0,Pinnacol Assurance,CO,106,data engineer,na,M
524,671,Food Scientist - Developer,3.3,"Palermo's Pizza
3.3","Milwaukee, WI","Milwaukee, WI",501 - 1000 ,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,-1,0,0,40,68 ,40,68,54.0,Palermo's Pizza,WI,57,other scientist,na,na
525,672,Senior Data Engineer,3.2,"Equian LLC
3.2","Franklin, TN","Indianapolis, IN",1001 - 5000 ,2004,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,76,142 ,76,142,109.0,Equian LLC,TN,17,data engineer,sr,na
526,673,Data Engineer,3.4,"MetroStar Systems
3.4","Rockville, MD","Reston, VA",201 - 500 ,1999,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),-1,0,0,76,142 ,76,142,109.0,MetroStar Systems,MD,22,data engineer,na,M
527,674,Senior Data Scientist,4.4,"MathWorks
4.4","Natick, MA","Natick, MA",1001 - 5000 ,1984,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),-1,0,0,108,171 ,108,171,139.5,MathWorks,MA,37,data scientist,sr,M
528,675,"Director II, Data Science - GRM Actuarial",3.3,"Liberty Mutual Insurance
3.3","Chicago, IL","Boston, MA",10000+ ,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,202,306 ,202,306,254.0,Liberty Mutual Insurance,IL,109,data scientist,na,M
529,676,Machine Learning Engineer,3.2,"Information Builders
3.2","New York, NY","New York, NY",1001 - 5000 ,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,"Qlik, Tableau Software, Informatica",0,0,91,159 ,91,159,125.0,Information Builders,NY,46,machine learning engineer,na,M
530,678,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,"Novartis
3.8","Cambridge, MA","Basel, Switzerland",10000+ ,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,80,133 ,80,133,106.5,Novartis,MA,25,data scientist,sr,M
531,679,"Scientist, Molecular/Cellular Biologist",2.9,"Audentes Therapeutics
2.9","South San Francisco, CA","San Francisco, CA",201 - 500 ,2012,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"BioMarin Pharmaceutical, Sangamo Therapeutics, bluebird bio",0,0,49,97 ,49,97,73.0,Audentes Therapeutics,CA,9,other scientist,na,P
532,681,Staff Scientist-Downstream Process Development,2.7,"Advanced BioScience Laboratories
2.7","Rockville, MD","Rockville, MD",201 - 500 ,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,49,113 ,49,113,81.0,Advanced BioScience Laboratories,MD,60,other scientist,na,P
533,682,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,"Beebe Healthcare
3.6","Millville, DE","Lewes, DE",1001 - 5000 ,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1,1,0,21,34 Per Hour,43,70,56.5,Beebe Healthcare,DE,86,other scientist,na,na
534,683,Scientist - Analytical Services,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,65,134 ,65,134,99.5,Reynolds American,NC,146,other scientist,na,na
535,685,Associate Data Analyst- Graduate Development Program,3.3,"National Interstate
3.3","Richfield, OH","Richfield, OH",501 - 1000 ,1989,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),-1,0,0,32,59 ,32,59,45.5,National Interstate,OH,32,analyst,na,na
536,687,IT Associate Data Analyst,3.7,"The Hanover Insurance Group
3.7","Worcester, MA","Worcester, MA",5001 - 10000 ,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,39,69 ,39,69,54.0,The Hanover Insurance Group,MA,169,analyst,na,na
537,688,Sr. Data Engineer,4.5,"Moser Consulting
4.5","Indianapolis, IN","Indianapolis, IN",51 - 200 ,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,87,158 ,87,158,122.5,Moser Consulting,IN,25,data engineer,sr,na
538,689,Clinical Data Analyst,3.0,"Greenway Health
3.0","Tampa, FL","Tampa, FL",1001 - 5000 ,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"eClinicalWorks, NextGen Healthcare, athenahealth",0,0,27,48 ,27,48,37.5,Greenway Health,FL,44,analyst,na,M
539,690,Business Data Analyst,3.8,"Fareportal
3.8","New York, NY","New York, NY",1001 - 5000 ,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,36,71 ,36,71,53.5,Fareportal,NY,19,analyst,na,M
540,691,Senior Insurance Data Scientist,3.9,"TransUnion
3.9","Chicago, IL","Chicago, IL",5001 - 10000 ,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,0,0,107,173 ,107,173,140.0,TransUnion,IL,53,data scientist,sr,na
541,692,Senior Data Science Systems Engineer,3.2,"MITRE
3.2","Hampton, VA","Bedford, MA",5001 - 10000 ,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,56,99 ,56,99,77.5,MITRE,VA,63,data scientist,sr,P
542,694,ENVIRONMENTAL ENGINEER/SCIENTIST,3.3,"Mcphail Associates
3.3","Cambridge, MA","Cambridge, MA",Jan-50,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,1,1,Employer Provided Salary:25,28 Per Hour,52,58,55.0,Mcphail Associates,MA,45,other scientist,na,na
543,695,Senior Scientist - Regulatory Submissions,3.1,"Reynolds American
3.1","Winston-Salem, NC","Winston-Salem, NC",5001 - 10000 ,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,80,155 ,80,155,117.5,Reynolds American,NC,146,other scientist,sr,M
544,696,Scientist - Biomarker and Flow Cytometry,2.4,"Crown Bioscience
2.4","San Diego, CA","San Diego, CA",501 - 1000 ,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,43,98 ,43,98,70.5,Crown Bioscience,CA,15,other scientist,na,M
